"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"2574","CLI674","Universidade Privada","382","B","512"
"2575","CLI675","Universidade Privada","329","C","525"
"2576","CLI676","Universidade Privada","441","D","519"
"2577","CLI677","Universidade Privada","456","A","513"
"2578","CLI678","Universidade Privada","365","D","533"
"2579","CLI679","Universidade Privada","404","C","503"
"2580","CLI680","Universidade Privada","463","C","504"
"2581","CLI681","Universidade Privada","347","B","507"
"2582","CLI682","Universidade Privada","399","A","502"
"2583","CLI683","Universidade Privada","379","B","521"
"2584","CLI684","Universidade Privada","449","D","509"
"2585","CLI685","Universidade Privada","365","D","526"
"2586","CLI686","Universidade Privada","423","D","505"
"2587","CLI687","Universidade Privada","414","B","516"
"2588","CLI688","Universidade Privada","488","B","518"
"2589","CLI689","Universidade Privada","449","C","531"
"2590","CLI690","Universidade Privada","386","D","520"
"2591","CLI691","Universidade Privada","323","B","505"
"2592","CLI692","Universidade Privada","478","C","504"
"2593","CLI693","Universidade Privada","464","C","529"
"2594","CLI694","Universidade Privada","314","A","513"
"2595","CLI695","Universidade Privada","424","B","510"
"2596","CLI696","Universidade Privada","349","B","519"
"2597","CLI697","Universidade Privada","313","D","507"
"2598","CLI698","Universidade Privada","429","A","513"
"2599","CLI699","Universidade Privada","367","A","502"
"2600","CLI700","Universidade Privada","325","A","527"
"2601","CLI701","Universidade Privada","318","D","519"
"2602","CLI702","Universidade Privada","461","B","517"
"2603","CLI703","Universidade Privada","343","A","530"
"2604","CLI704","Universidade Privada","428","B","506"
"2605","CLI705","Universidade Privada","393","B","518"
"2606","CLI706","Universidade Privada","433","B","528"
"2607","CLI707","Universidade Privada","396","C","515"
"2608","CLI708","Universidade Privada","326","C","520"
"2609","CLI709","Escola Fundamental","345","C","521"
"2610","CLI710","Escola Fundamental","416","A","517"
"2611","CLI711","Universidade Privada","360","B","515"
"2612","CLI712","Universidade Privada","311","D","520"
"2613","CLI713","Escola Fundamental","327","D","508"
"2614","CLI714","Universidade Privada","328","C","501"
"2615","CLI715","Universidade Pública","335","C","503"
"2616","CLI716","Escola Secundária","448","B","519"
"2617","CLI717","Universidade Privada","315","A","522"
"2618","CLI718","Universidade Privada","471","C","521"
"2619","CLI719","Universidade Privada","339","A","505"
"2620","CLI720","Universidade Privada","462","C","500"
"2621","CLI721","Universidade Privada","337","D","526"
"2622","CLI722","Universidade Pública","372","B","512"
"2623","CLI723","Escola Fundamental","473","C","506"
"2624","CLI724","Escola Fundamental","383","A","523"
"2625","CLI725","Escola Secundária","414","A","528"
"2626","CLI726","Universidade Pública","495","A","501"
"2627","CLI727","Escola Fundamental","430","B","505"
"2628","CLI728","Universidade Privada","410","D","526"
"2629","CLI729","Universidade Privada","356","C","525"
"2630","CLI730","Universidade Pública","382","C","512"
"2631","CLI731","Universidade Privada","494","C","524"
"2632","CLI732","Escola Fundamental","308","D","503"
"2633","CLI733","Escola Fundamental","307","C","500"
"2634","CLI734","Universidade Privada","489","B","516"
"2635","CLI735","Universidade Privada","307","B","508"
"2636","CLI736","Universidade Privada","474","D","522"
"2637","CLI737","Universidade Privada","333","B","507"
"2638","CLI738","Escola Secundária","304","B","503"
"2639","CLI739","Universidade Privada","455","A","504"
"2640","CLI740","Universidade Pública","411","B","528"
"2641","CLI741","Escola Secundária","463","A","511"
"2642","CLI742","Escola Secundária","435","B","531"
"2643","CLI743","Escola Fundamental","372","B","517"
"2644","CLI744","Escola Fundamental","442","B","524"
"2645","CLI745","Universidade Privada","466","D","505"
"2646","CLI746","Universidade Privada","441","A","519"
"2647","CLI747","Universidade Privada","320","A","520"
"2648","CLI748","Universidade Privada","336","B","502"
"2649","CLI749","Universidade Privada","398","C","513"
"2650","CLI750","Universidade Privada","362","B","522"
"2651","CLI751","Universidade Privada","384","B","520"
"2652","CLI752","Universidade Privada","401","A","521"
"2653","CLI753","Escola Fundamental","412","A","522"
"2654","CLI754","Escola Fundamental","344","A","502"
"2655","CLI755","Escola Secundária","311","D","519"
"2656","CLI756","Universidade Privada","346","D","531"
"2657","CLI757","Escola Secundária","454","D","532"
"2658","CLI758","Escola Fundamental","499","A","521"
"2659","CLI759","Universidade Pública","405","C","500"
"2660","CLI760","Escola Secundária","331","C","530"
"2661","CLI761","Universidade Privada","499","B","530"
"2662","CLI762","Escola Fundamental","322","B","514"
"2663","CLI763","Escola Fundamental","344","D","528"
"2664","CLI764","Escola Secundária","491","C","508"
"2665","CLI765","Universidade Privada","300","B","533"
"2666","CLI766","Universidade Pública","348","D","509"
"2667","CLI767","Universidade Privada","315","C","528"
"2668","CLI768","Universidade Privada","415","D","528"
"2669","CLI769","Universidade Privada","371","D","508"
"2670","CLI770","Universidade Privada","493","D","513"
"2671","CLI771","Universidade Privada","447","C","505"
"2672","CLI772","Universidade Privada","324","C","512"
"2673","CLI773","Universidade Privada","437","A","531"
"2674","CLI774","Universidade Privada","400","C","500"
"2675","CLI775","Universidade Privada","367","C","505"
"2676","CLI776","Universidade Privada","438","A","521"
"2677","CLI777","Universidade Privada","340","A","533"
"2678","CLI778","Universidade Privada","389","A","524"
"2679","CLI779","Universidade Privada","396","A","508"
"2680","CLI780","Universidade Privada","317","C","533"
"2681","CLI781","Universidade Privada","400","A","504"
"2682","CLI782","Universidade Privada","371","D","506"
"2683","CLI783","Universidade Privada","401","B","507"
"2684","CLI784","Universidade Privada","416","D","505"
"2685","CLI785","Universidade Privada","394","C","513"
"2686","CLI786","Universidade Privada","479","A","511"
"2687","CLI787","Universidade Privada","417","A","510"
"2688","CLI788","Universidade Privada","328","A","524"
"2689","CLI789","Universidade Privada","473","D","522"
"2690","CLI790","Universidade Privada","351","B","502"
"2691","CLI791","Universidade Privada","355","D","513"
"2692","CLI792","Universidade Privada","337","B","529"
"2693","CLI793","Universidade Privada","349","D","517"
"2694","CLI794","Universidade Privada","434","A","525"
"2695","CLI795","Universidade Privada","325","D","507"
"2696","CLI796","Universidade Privada","333","B","515"
"2697","CLI797","Universidade Privada","408","A","505"
"2698","CLI798","Universidade Privada","474","A","519"
"2699","CLI799","Universidade Privada","337","C","530"
"2700","CLI800","Universidade Privada","473","A","519"
"2701","CLI801","Universidade Privada","423","C","514"
"2702","CLI802","Universidade Privada","358","B","504"
"2703","CLI803","Universidade Privada","356","D","517"
"2704","CLI804","Universidade Privada","319","D","531"
"2705","CLI805","Universidade Privada","437","C","508"
"2706","CLI806","Universidade Privada","317","B","508"
"2707","CLI807","Universidade Privada","318","D","509"
"2708","CLI808","Universidade Privada","427","C","526"
"2709","CLI809","Universidade Privada","448","B","528"
"2710","CLI810","Universidade Privada","431","D","502"
"2711","CLI811","Universidade Privada","441","B","511"
"2712","CLI812","Universidade Privada","480","D","515"
"2713","CLI813","Universidade Privada","325","C","518"
"2714","CLI814","Universidade Privada","324","C","503"
"2715","CLI815","Universidade Privada","410","B","530"
"2716","CLI816","Universidade Privada","446","B","506"
"2717","CLI817","Universidade Privada","449","C","505"
"2718","CLI818","Universidade Privada","486","A","530"
"2719","CLI819","Universidade Privada","390","D","521"
"2720","CLI820","Universidade Privada","415","A","514"
"2721","CLI821","Universidade Privada","403","B","520"
"2722","CLI822","Universidade Privada","422","A","523"
"2723","CLI823","Universidade Privada","382","B","512"
"2724","CLI824","Universidade Privada","351","D","527"
"2725","CLI825","Universidade Privada","316","A","513"
"2726","CLI826","Universidade Privada","426","B","518"
"2727","CLI827","Universidade Privada","447","A","530"
"2728","CLI828","Universidade Privada","431","D","501"
"2729","CLI829","Universidade Privada","469","A","525"
"2730","CLI830","Universidade Privada","337","D","523"
"2731","CLI831","Universidade Privada","316","D","521"
"2732","CLI832","Universidade Privada","479","D","522"
"2733","CLI833","Universidade Privada","407","C","520"
"2734","CLI834","Universidade Privada","375","A","532"
"2735","CLI835","Universidade Privada","355","A","518"
"2736","CLI836","Universidade Privada","434","A","501"
"2737","CLI837","Universidade Privada","329","B","517"
"2738","CLI838","Universidade Privada","411","D","515"
"2739","CLI839","Universidade Privada","491","C","504"
"2740","CLI840","Universidade Privada","476","D","528"
"2741","CLI841","Universidade Privada","486","B","524"
"2742","CLI842","Universidade Privada","471","A","530"
"2743","CLI843","Universidade Privada","473","C","514"
"2744","CLI844","Universidade Privada","398","B","518"
"2745","CLI845","Universidade Privada","478","A","508"
"2746","CLI846","Universidade Privada","349","A","518"
"2747","CLI847","Universidade Privada","397","D","501"
"2748","CLI848","Universidade Privada","417","D","533"
"2749","CLI849","Universidade Privada","340","D","511"
"2750","CLI850","Universidade Privada","360","C","517"
"2751","CLI851","Universidade Privada","477","B","527"
"2752","CLI852","Universidade Privada","444","C","500"
"2753","CLI853","Universidade Privada","345","B","503"
"2754","CLI854","Universidade Privada","405","C","524"
"2755","CLI855","Universidade Privada","365","C","513"
"2756","CLI856","Universidade Privada","306","A","529"
"2757","CLI857","Universidade Pública","362","A","502"
"2758","CLI858","Escola Fundamental","320","A","533"
"2759","CLI859","Universidade Privada","400","D","501"
"2760","CLI860","Escola Secundária","326","C","523"
"2761","CLI861","Escola Secundária","367","C","516"
"2762","CLI862","Universidade Privada","416","A","522"
"2763","CLI863","Escola Secundária","363","A","520"
"2764","CLI864","Escola Secundária","338","D","504"
"2765","CLI865","Universidade Privada","437","B","530"
"2766","CLI866","Escola Fundamental","361","B","513"
"2767","CLI867","Universidade Pública","413","D","529"
"2768","CLI868","Universidade Pública","482","C","504"
"2769","CLI869","Escola Secundária","468","C","531"
"2770","CLI870","Universidade Privada","494","D","500"
"2771","CLI871","Escola Secundária","462","A","505"
"2772","CLI872","Escola Fundamental","465","D","516"
"2773","CLI873","Universidade Privada","470","B","526"
"2774","CLI874","Escola Secundária","350","C","525"
"2775","CLI875","Escola Fundamental","463","B","505"
"2776","CLI876","Universidade Privada","407","D","514"
"2777","CLI877","Escola Fundamental","477","C","505"
"2778","CLI878","Universidade Pública","447","C","526"
"2779","CLI879","Escola Secundária","415","A","523"
"2780","CLI880","Escola Secundária","375","A","509"
"2781","CLI881","Universidade Pública","453","D","521"
"2782","CLI882","Universidade Privada","434","A","524"
"2783","CLI883","Universidade Pública","325","D","524"
"2784","CLI884","Universidade Pública","391","C","509"
"2785","CLI885","Escola Secundária","457","D","517"
"2786","CLI886","Escola Secundária","455","C","524"
"2787","CLI887","Escola Secundária","447","A","519"
"2788","CLI888","Universidade Pública","430","B","520"
"2789","CLI889","Universidade Pública","475","A","500"
"2790","CLI890","Universidade Privada","416","A","505"
"2791","CLI891","Universidade Privada","345","D","510"
"2792","CLI892","Escola Secundária","425","B","519"
"2793","CLI893","Escola Fundamental","417","B","508"
"2794","CLI894","Universidade Privada","302","C","500"
"2795","CLI895","Escola Secundária","500","D","524"
"2796","CLI896","Universidade Pública","383","A","532"
"2797","CLI897","Universidade Privada","472","B","520"
"2798","CLI898","Universidade Pública","427","D","502"
"2799","CLI899","Escola Secundária","358","D","508"
"2800","CLI900","Escola Secundária","320","C","528"
"2801","CLI901","Universidade Pública","430","D","533"
"2802","CLI902","Universidade Privada","486","B","528"
"2803","CLI903","Escola Fundamental","357","D","502"
"2804","CLI904","Escola Secundária","388","B","521"
"2805","CLI905","Universidade Pública","375","A","530"
"2806","CLI906","Universidade Privada","425","D","513"
"2807","CLI907","Universidade Pública","450","A","520"
"2808","CLI908","Escola Secundária","424","B","515"
"2809","CLI909","Escola Secundária","456","A","516"
"2810","CLI910","Escola Fundamental","455","D","527"
"2811","CLI911","Universidade Privada","302","B","501"
"2812","CLI912","Universidade Pública","375","A","504"
"2813","CLI913","Escola Fundamental","475","A","517"
"2814","CLI914","Escola Fundamental","407","C","504"
"2815","CLI915","Universidade Pública","366","D","533"
"2816","CLI916","Universidade Pública","362","A","514"
"2817","CLI917","Universidade Privada","417","B","500"
"2818","CLI918","Escola Fundamental","324","B","505"
"2819","CLI919","Escola Fundamental","315","B","505"
"2820","CLI920","Escola Fundamental","330","C","522"
"2821","CLI921","Universidade Pública","471","D","505"
"2822","CLI922","Escola Secundária","392","D","509"
"2823","CLI923","Universidade Pública","342","A","501"
"2824","CLI924","Universidade Privada","349","D","525"
"2825","CLI925","Universidade Privada","352","C","505"
"2826","CLI926","Escola Secundária","407","B","532"
